Housing Location,Type of Energy,,,Start Date,End Date,,Usage,Unit,Cost,,
Eastern Shore,Water & Sewer,306220328,201606,6/1/2016,6/29/2016,EASTERNSHOREWTR/SWR01,132 ,KGAL,"$1,189.33 ",,
Eisenhower Hall,Water & Sewer,304581952,201507,7/1/2015,7/29/2015,EISENHOWERHALLWTR/SWR01,112 ,KGAL,$663.82 ,,
Eisenhower Hall,Water & Sewer,304581952,201508,7/30/2015,8/27/2015,EISENHOWERHALLWTR/SWR01,124 ,KGAL,$598.83 ,,
Eisenhower Hall,Water & Sewer,304581952,201509,8/28/2015,9/28/2015,EISENHOWERHALLWTR/SWR01,651 ,KGAL,"$5,470.33 ",,
Eisenhower Hall,Water & Sewer,304581952,201510,9/29/2015,11/2/2015,EISENHOWERHALLWTR/SWR01,700 ,KGAL,"$6,593.83 ",,
Eisenhower Hall,Water & Sewer,304581952,201511,11/3/2015,12/3/2015,EISENHOWERHALLWTR/SWR01,451 ,KGAL,"$4,278.88 ",,
Eisenhower Hall,Water & Sewer,304581952,201512,12/4/2015,12/31/2015,EISENHOWERHALLWTR/SWR01,371 ,KGAL,"$3,542.88 ",,
Eisenhower Hall,Water & Sewer,304581952,201601,1/1/2016,2/2/2016,EISENHOWERHALLWTR/SWR01,322 ,KGAL,"$3,092.08 ",,
Eisenhower Hall,Water & Sewer,304581952,201602,2/3/2016,3/4/2016,EISENHOWERHALLWTR/SWR01,647 ,KGAL,"$6,082.08 ",,
Eisenhower Hall,Water & Sewer,304581952,201603,3/5/2016,4/1/2016,EISENHOWERHALLWTR/SWR01,400 ,KGAL,"$3,863.00 ",,
Eisenhower Hall,Water & Sewer,304581952,201604,4/2/2016,5/3/2016,EISENHOWERHALLWTR/SWR01,591 ,KGAL,"$5,239.38 ",,
Eisenhower Hall,Water & Sewer,304581952,201605,5/4/2016,6/9/2016,EISENHOWERHALLWTR/SWR01,176 ,KGAL,"$1,513.73 ",,
Eisenhower Hall,Water & Sewer,304581952,201606,6/10/2016,6/29/2016,EISENHOWERHALLWTR/SWR01,70 ,KGAL,$484.85 ,,
Essex Hall,Water & Sewer,ESSEXHALLWTR/SWR,201507,7/1/2015,7/29/2015,ESSEXHALLWTR/SWR,82 ,KGAL,$750.29 ,,
Essex Hall,Water & Sewer,ESSEXHALLWTR/SWR,201508,7/30/2015,8/27/2015,ESSEXHALLWTR/SWR,28 ,KGAL,$257.75 ,,
Essex Hall,Water & Sewer,ESSEXHALLWTR/SWR,201509,8/28/2015,9/28/2015,ESSEXHALLWTR/SWR,88 ,KGAL,$813.02 ,,
Essex Hall,Water & Sewer,ESSEXHALLWTR/SWR,201511,11/3/2015,12/3/2015,ESSEXHALLWTR/SWR,73 ,KGAL,$671.96 ,,
Essex Hall,Water & Sewer,ESSEXHALLWTR/SWR,201512,12/3/2015,12/31/2015,ESSEXHALLWTR/SWR,53 ,KGAL,$491.14 ,,
Essex Hall,Water & Sewer,ESSEXHALLWTR/SWR,201601,1/1/2016,2/2/2016,ESSEXHALLWTR/SWR,50 ,KGAL,$456.52 ,,
Essex Hall,Water & Sewer,ESSEXHALLWTR/SWR,201602,2/3/2016,3/4/2016,ESSEXHALLWTR/SWR,93 ,KGAL,$851.49 ,,
Essex Hall,Water & Sewer,ESSEXHALLWTR/SWR,201603,3/5/2016,4/1/2016,ESSEXHALLWTR/SWR,60 ,KGAL,$560.50 ,,
Essex Hall,Water & Sewer,ESSEXHALLWTR/SWR,201604,4/2/2016,5/3/2016,ESSEXHALLWTR/SWR,92 ,KGAL,$859.62 ,,
Essex Hall,Water & Sewer,ESSEXHALLWTR/SWR,201605,5/4/2016,5/31/2016,ESSEXHALLWTR/SWR,42 ,KGAL,$387.54 ,,
Essex Hall,Water & Sewer,ESSEXHALLWTR/SWR,201606,6/1/2016,6/29/2016,ESSEXHALLWTR/SWR,56 ,KGAL,$526.69 ,,
Franklin Hall,Water & Sewer,FRANKLINHALLWTR/SWR,201507,7/1/2015,7/29/2015,FRANKLINHALLWTR/SWR,55 ,KGAL,$507.80 ,,
Franklin Hall,Water & Sewer,FRANKLINHALLWTR/SWR,201508,7/30/2015,8/27/2015,FRANKLINHALLWTR/SWR,19 ,KGAL,$174.44 ,,
Franklin Hall,Water & Sewer,FRANKLINHALLWTR/SWR,201509,8/28/2015,9/28/2015,FRANKLINHALLWTR/SWR,60 ,KGAL,$550.24 ,,
Franklin Hall,Water & Sewer,FRANKLINHALLWTR/SWR,201511,11/3/2015,12/3/2015,FRANKLINHALLWTR/SWR,49 ,KGAL,$454.77 ,,
Franklin Hall,Water & Sewer,FRANKLINHALLWTR/SWR,201512,12/3/2015,12/31/2015,FRANKLINHALLWTR/SWR,36 ,KGAL,$332.40 ,,
Franklin Hall,Water & Sewer,FRANKLINHALLWTR/SWR,201601,1/1/2016,2/2/2016,FRANKLINHALLWTR/SWR,34 ,KGAL,$308.97 ,,
Franklin Hall,Water & Sewer,FRANKLINHALLWTR/SWR,201602,2/3/2016,3/4/2016,FRANKLINHALLWTR/SWR,63 ,KGAL,$576.28 ,,
Franklin Hall,Water & Sewer,FRANKLINHALLWTR/SWR,201603,3/5/2016,4/1/2016,FRANKLINHALLWTR/SWR,41 ,KGAL,$379.35 ,,
Franklin Hall,Water & Sewer,FRANKLINHALLWTR/SWR,201604,4/2/2016,5/3/2016,FRANKLINHALLWTR/SWR,62 ,KGAL,$581.79 ,,
Franklin Hall,Water & Sewer,FRANKLINHALLWTR/SWR,201605,5/4/2016,5/31/2016,FRANKLINHALLWTR/SWR,28 ,KGAL,$262.29 ,,
Franklin Hall,Water & Sewer,FRANKLINHALLWTR/SWR,201606,6/1/2016,6/29/2016,FRANKLINHALLWTR/SWR,38 ,KGAL,$356.46 ,,
Grayson Hall,Water & Sewer,GRAYSONHALLWTR/SWR,201507,7/1/2015,7/29/2015,GRAYSONHALLWTR/SWR,58 ,KGAL,$533.26 ,,
Grayson Hall,Water & Sewer,GRAYSONHALLWTR/SWR,201508,7/30/2015,8/27/2015,GRAYSONHALLWTR/SWR,20 ,KGAL,$183.20 ,,
Grayson Hall,Water & Sewer,GRAYSONHALLWTR/SWR,201509,8/28/2015,9/28/2015,GRAYSONHALLWTR/SWR,63 ,KGAL,$577.84 ,,
Grayson Hall,Water & Sewer,GRAYSONHALLWTR/SWR,201511,11/3/2015,12/3/2015,GRAYSONHALLWTR/SWR,52 ,KGAL,$477.58 ,,
Grayson Hall,Water & Sewer,GRAYSONHALLWTR/SWR,201512,12/3/2015,12/31/2015,GRAYSONHALLWTR/SWR,38 ,KGAL,$349.07 ,,
Grayson Hall,Water & Sewer,GRAYSONHALLWTR/SWR,201601,1/1/2016,2/2/2016,GRAYSONHALLWTR/SWR,35 ,KGAL,$324.46 ,,
Grayson Hall,Water & Sewer,GRAYSONHALLWTR/SWR,201602,2/3/2016,3/4/2016,GRAYSONHALLWTR/SWR,66 ,KGAL,$605.19 ,,
Grayson Hall,Water & Sewer,GRAYSONHALLWTR/SWR,201603,3/5/2016,4/1/2016,GRAYSONHALLWTR/SWR,43 ,KGAL,$398.37 ,,
Grayson Hall,Water & Sewer,GRAYSONHALLWTR/SWR,201604,4/2/2016,5/3/2016,GRAYSONHALLWTR/SWR,65 ,KGAL,$610.97 ,,
Grayson Hall,Water & Sewer,GRAYSONHALLWTR/SWR,201605,5/4/2016,5/31/2016,GRAYSONHALLWTR/SWR,30 ,KGAL,$275.44 ,,
Grayson Hall,Water & Sewer,GRAYSONHALLWTR/SWR,201606,6/1/2016,6/29/2016,GRAYSONHALLWTR/SWR,40 ,KGAL,$374.35 ,,
Hanover Hall,Water & Sewer,HANOVERHALLWTR/SWR,201507,7/1/2015,7/29/2015,HANOVERHALLWTR/SWR,60 ,KGAL,$553.04 ,,
Hanover Hall,Water & Sewer,HANOVERHALLWTR/SWR,201508,7/30/2015,8/27/2015,HANOVERHALLWTR/SWR,21 ,KGAL,$189.99 ,,
Hanover Hall,Water & Sewer,HANOVERHALLWTR/SWR,201509,8/28/2015,9/28/2015,HANOVERHALLWTR/SWR,65 ,KGAL,$599.29 ,,
Hanover Hall,Water & Sewer,HANOVERHALLWTR/SWR,201511,11/3/2015,12/3/2015,HANOVERHALLWTR/SWR,54 ,KGAL,$495.31 ,,
Hanover Hall,Water & Sewer,HANOVERHALLWTR/SWR,201512,12/3/2015,12/31/2015,HANOVERHALLWTR/SWR,39 ,KGAL,$362.02 ,,
Hanover Hall,Water & Sewer,HANOVERHALLWTR/SWR,201601,1/1/2016,2/2/2016,HANOVERHALLWTR/SWR,37 ,KGAL,$336.50 ,,
Hanover Hall,Water & Sewer,HANOVERHALLWTR/SWR,201602,2/3/2016,3/4/2016,HANOVERHALLWTR/SWR,68 ,KGAL,$627.63 ,,
Hanover Hall,Water & Sewer,HANOVERHALLWTR/SWR,201603,3/5/2016,4/1/2016,HANOVERHALLWTR/SWR,44 ,KGAL,$413.16 ,,
Hanover Hall,Water & Sewer,HANOVERHALLWTR/SWR,201604,4/2/2016,5/3/2016,HANOVERHALLWTR/SWR,68 ,KGAL,$633.63 ,,
Hanover Hall,Water & Sewer,HANOVERHALLWTR/SWR,201605,5/4/2016,5/31/2016,HANOVERHALLWTR/SWR,31 ,KGAL,$285.66 ,,
Hanover Hall,Water & Sewer,HANOVERHALLWTR/SWR,201606,6/1/2016,6/29/2016,HANOVERHALLWTR/SWR,42 ,KGAL,$388.23 ,,
Harrison Hall,Water & Sewer,301886842,201507,7/1/2015,7/29/2015,HARRISONHALLWTR/SWR01,7 ,KGAL,$169.47 ,,
Harrison Hall,Water & Sewer,301886842,201508,7/30/2015,8/27/2015,HARRISONHALLWTR/SWR01,26 ,KGAL,$365.93 ,,
Harrison Hall,Water & Sewer,301886842,201509,8/28/2015,9/28/2015,HARRISONHALLWTR/SWR01,242 ,KGAL,"$2,353.13 ",,
Harrison Hall,Water & Sewer,301886842,201510,9/29/2015,11/2/2015,HARRISONHALLWTR/SWR01,290 ,KGAL,"$2,798.28 ",,
Harrison Hall,Water & Sewer,301886842,201511,11/3/2015,12/3/2015,HARRISONHALLWTR/SWR01,206 ,KGAL,"$2,021.93 ",,
Harrison Hall,Water & Sewer,301886842,201512,12/4/2015,12/31/2015,HARRISONHALLWTR/SWR01,148 ,KGAL,"$1,488.33 ",,
Harrison Hall,Water & Sewer,301886842,201601,1/1/2016,2/2/2016,HARRISONHALLWTR/SWR01,138 ,KGAL,"$1,396.33 ",,
Harrison Hall,Water & Sewer,301886842,201602,2/3/2016,3/4/2016,HARRISONHALLWTR/SWR01,267 ,KGAL,"$2,583.13 ",,
Harrison Hall,Water & Sewer,301886842,201603,3/5/2016,4/1/2016,HARRISONHALLWTR/SWR01,172 ,KGAL,"$1,733.06 ",,
Harrison Hall,Water & Sewer,301886842,201604,4/2/2016,5/4/2016,HARRISONHALLWTR/SWR01,274 ,KGAL,"$2,684.72 ",,
Harrison Hall,Water & Sewer,301886842,201605,5/5/2016,5/31/2016,HARRISONHALLWTR/SWR01,84 ,KGAL,$912.02 ,,
Harrison Hall,Water & Sewer,301886842,201606,6/1/2016,6/29/2016,HARRISONHALLWTR/SWR01,6 ,KGAL,$184.28 ,,
Jackson Hall,Water & Sewer,301865390,201507,7/1/2015,7/30/2015,JACKSONHALLWTR/SWR01,5 ,KGAL,$219.47 ,,
Jackson Hall,Water & Sewer,301865390,201508,7/31/2015,8/27/2015,JACKSONHALLWTR/SWR01,5 ,KGAL,$255.36 ,,
Jackson Hall,Water & Sewer,301865390,201509,8/28/2015,9/28/2015,JACKSONHALLWTR/SWR01,35 ,KGAL,$531.36 ,,
Jackson Hall,Water & Sewer,301865390,201510,9/29/2015,11/2/2015,JACKSONHALLWTR/SWR01,35 ,KGAL,$531.36 ,,
Jackson Hall,Water & Sewer,301865390,201511,11/3/2015,12/3/2015,JACKSONHALLWTR/SWR01,22 ,KGAL,$411.76 ,,
Jackson Hall,Water & Sewer,301865390,201512,12/4/2015,1/4/2016,JACKSONHALLWTR/SWR01,22 ,KGAL,$411.76 ,,
Jackson Hall,Water & Sewer,301865390,201601,1/5/2016,2/4/2016,JACKSONHALLWTR/SWR01,26 ,KGAL,$448.56 ,,
Jackson Hall,Water & Sewer,301865390,201602,2/5/2016,3/4/2016,JACKSONHALLWTR/SWR01,21 ,KGAL,$402.56 ,,
Jackson Hall,Water & Sewer,301865390,201603,3/5/2016,4/1/2016,JACKSONHALLWTR/SWR01,22 ,KGAL,$416.77 ,,
Jackson Hall,Water & Sewer,301865390,201604,4/2/2016,5/4/2016,JACKSONHALLWTR/SWR01,31 ,KGAL,$500.74 ,,
Jackson Hall,Water & Sewer,301865390,201605,5/5/2016,5/31/2016,JACKSONHALLWTR/SWR01,6 ,KGAL,$267.49 ,,
Jackson Hall,Water & Sewer,301865390,201606,6/1/2016,6/29/2016,JACKSONHALLWTR/SWR01,2 ,KGAL,$230.17 ,,
Kennedy Hall,Water & Sewer,301865499,201507,7/1/2015,7/29/2015,KENNEDYHALLWTR/SWR01,4 ,KGAL,$383.92 ,,
Kennedy Hall,Water & Sewer,301865499,201508,7/30/2015,8/27/2015,KENNEDYHALLWTR/SWR01,1 ,KGAL,$427.92 ,,
Kennedy Hall,Water & Sewer,301865499,201509,8/28/2015,9/28/2015,KENNEDYHALLWTR/SWR01,37 ,KGAL,$783.97 ,,
Kennedy Hall,Water & Sewer,301865499,201510,9/29/2015,11/2/2015,KENNEDYHALLWTR/SWR01,36 ,KGAL,$771.22 ,,
Kennedy Hall,Water & Sewer,301865499,201511,11/3/2015,12/3/2015,KENNEDYHALLWTR/SWR01,26 ,KGAL,$657.92 ,,
Kennedy Hall,Water & Sewer,301865499,201512,12/4/2015,12/31/2015,KENNEDYHALLWTR/SWR01,18 ,KGAL,$584.32 ,,
Kennedy Hall,Water & Sewer,301865499,201601,1/1/2016,2/2/2016,KENNEDYHALLWTR/SWR01,17 ,KGAL,$575.12 ,,
Kennedy Hall,Water & Sewer,301865499,201602,2/3/2016,3/4/2016,KENNEDYHALLWTR/SWR01,32 ,KGAL,$713.12 ,,
Kennedy Hall,Water & Sewer,301865499,201603,3/5/2016,4/1/2016,KENNEDYHALLWTR/SWR01,21 ,KGAL,$618.95 ,,
Kennedy Hall,Water & Sewer,301865499,201604,4/2/2016,5/3/2016,KENNEDYHALLWTR/SWR01,31 ,KGAL,$712.25 ,,
Kennedy Hall,Water & Sewer,301865499,201605,5/4/2016,5/31/2016,KENNEDYHALLWTR/SWR01,7 ,KGAL,$488.33 ,,
Kennedy Hall,Water & Sewer,301865499,201606,6/1/2016,6/29/2016,KENNEDYHALLWTR/SWR01,1 ,KGAL,$432.35 ,,
Liberty Square,Water & Sewer,304581937,201507,7/1/2015,7/29/2015,LIBERTYSQUAREWTR/SWR01,320 ,KGAL,"$3,144.96 ",,
Liberty Square,Water & Sewer,304581937,201508,7/30/2015,8/27/2015,LIBERTYSQUAREWTR/SWR01,297 ,KGAL,"$2,985.86 ",,
Liberty Square,Water & Sewer,304581937,201509,8/28/2015,9/28/2015,LIBERTYSQUAREWTR/SWR01,739 ,KGAL,"$7,052.26 ",,
Liberty Square,Water & Sewer,304581937,201510,9/29/2015,11/2/2015,LIBERTYSQUAREWTR/SWR01,724 ,KGAL,"$6,914.26 ",,
Liberty Square,Water & Sewer,304581937,201511,11/3/2015,12/3/2015,LIBERTYSQUAREWTR/SWR01,546 ,KGAL,"$5,276.66 ",,
Liberty Square,Water & Sewer,304581937,201512,12/4/2015,12/31/2015,LIBERTYSQUAREWTR/SWR01,433 ,KGAL,"$4,237.06 ",,
Liberty Square,Water & Sewer,304581937,201601,1/1/2016,2/2/2016,LIBERTYSQUAREWTR/SWR01,491 ,KGAL,"$4,770.66 ",,
Liberty Square,Water & Sewer,304581937,201602,2/3/2016,3/4/2016,LIBERTYSQUAREWTR/SWR01,689 ,KGAL,"$6,592.26 ",,
Liberty Square,Water & Sewer,304581937,201603,3/5/2016,4/1/2016,LIBERTYSQUAREWTR/SWR01,481 ,KGAL,"$4,744.33 ",,
Liberty Square,Water & Sewer,304581937,201604,4/2/2016,5/3/2016,LIBERTYSQUAREWTR/SWR01,728 ,KGAL,"$7,048.84 ",,
Liberty Square,Water & Sewer,304581937,201605,5/4/2016,5/31/2016,LIBERTYSQUAREWTR/SWR01,344 ,KGAL,"$3,466.12 ",,
Liberty Square,Water & Sewer,304581937,201606,6/1/2016,6/29/2016,LIBERTYSQUAREWTR/SWR01,339 ,KGAL,"$3,419.47 ",,
Lincoln Hall,Water & Sewer,301865432,201507,7/1/2015,7/29/2015,LINCOLNHALLWTR/SWR01,20 ,KGAL,$357.02 ,,
Lincoln Hall,Water & Sewer,301865432,201508,7/30/2015,8/27/2015,LINCOLNHALLWTR/SWR01,10 ,KGAL,$301.36 ,,
Lincoln Hall,Water & Sewer,301865432,201509,8/28/2015,9/28/2015,LINCOLNHALLWTR/SWR01,85 ,KGAL,"$1,101.41 ",,
Lincoln Hall,Water & Sewer,301865432,201510,9/29/2015,11/2/2015,LINCOLNHALLWTR/SWR01,66 ,KGAL,$859.16 ,,
Lincoln Hall,Water & Sewer,301865432,201511,11/3/2015,12/3/2015,LINCOLNHALLWTR/SWR01,45 ,KGAL,$623.36 ,,
Lincoln Hall,Water & Sewer,301865432,201512,12/4/2015,12/31/2015,LINCOLNHALLWTR/SWR01,32 ,KGAL,$503.76 ,,
Lincoln Hall,Water & Sewer,301865432,201601,1/1/2016,2/2/2016,LINCOLNHALLWTR/SWR01,28 ,KGAL,$466.96 ,,
Lincoln Hall,Water & Sewer,301865432,201602,2/3/2016,3/4/2016,LINCOLNHALLWTR/SWR01,52 ,KGAL,$687.76 ,,
Lincoln Hall,Water & Sewer,301865432,201603,3/5/2016,4/1/2016,LINCOLNHALLWTR/SWR01,35 ,KGAL,$538.06 ,,
Lincoln Hall,Water & Sewer,301865432,201604,4/2/2016,5/3/2016,LINCOLNHALLWTR/SWR01,54 ,KGAL,$715.33 ,,
Lincoln Hall,Water & Sewer,301865432,201605,5/4/2016,5/31/2016,LINCOLNHALLWTR/SWR01,17 ,KGAL,$370.12 ,,
Lincoln Hall,Water & Sewer,301865432,201606,6/1/2016,6/29/2016,LINCOLNHALLWTR/SWR01,11 ,KGAL,$314.14 ,,
Madison Hall,Water & Sewer,301887287,201507,7/1/2015,7/29/2015,MADISONHALLWTR/SWR01,10 ,KGAL,$196.98 ,,
Madison Hall,Water & Sewer,301887287,201508,7/30/2015,8/27/2015,MADISONHALLWTR/SWR01,27 ,KGAL,$375.13 ,,
Madison Hall,Water & Sewer,301887287,201509,8/28/2015,9/28/2015,MADISONHALLWTR/SWR01,76 ,KGAL,$850.78 ,,
Madison Hall,Water & Sewer,301887287,201510,9/29/2015,11/2/2015,MADISONHALLWTR/SWR01,66 ,KGAL,$733.93 ,,
Madison Hall,Water & Sewer,301887287,201511,11/3/2015,12/3/2015,MADISONHALLWTR/SWR01,48 ,KGAL,$568.33 ,,
Madison Hall,Water & Sewer,301887287,201512,12/4/2015,12/31/2015,MADISONHALLWTR/SWR01,34 ,KGAL,$439.53 ,,
Madison Hall,Water & Sewer,301887287,201601,1/1/2016,2/2/2016,MADISONHALLWTR/SWR01,31 ,KGAL,$411.93 ,,
Madison Hall,Water & Sewer,301887287,201602,2/3/2016,3/4/2016,MADISONHALLWTR/SWR01,58 ,KGAL,$660.33 ,,
Madison Hall,Water & Sewer,301887287,201603,3/5/2016,4/1/2016,MADISONHALLWTR/SWR01,42 ,KGAL,$520.16 ,,
Madison Hall,Water & Sewer,301887287,201604,4/2/2016,5/3/2016,MADISONHALLWTR/SWR01,67 ,KGAL,$753.41 ,,
Madison Hall,Water & Sewer,301887287,201605,5/4/2016,5/31/2016,MADISONHALLWTR/SWR01,17 ,KGAL,$286.91 ,,
Madison Hall,Water & Sewer,301887287,201606,6/1/2016,6/29/2016,MADISONHALLWTR/SWR01,6 ,KGAL,$184.28 ,,
Monroe Hall,Water & Sewer,301887196,201507,7/1/2015,7/29/2015,MONROEHALLWTR/SWR01,0 ,KGAL,$105.28 ,,
Monroe Hall,Water & Sewer,301887196,201508,7/30/2015,8/27/2015,MONROEHALLWTR/SWR01,6 ,KGAL,$181.93 ,,
Monroe Hall,Water & Sewer,301887196,201509,8/28/2015,9/28/2015,MONROEHALLWTR/SWR01,74 ,KGAL,$807.53 ,,
Monroe Hall,Water & Sewer,301887196,201510,9/29/2015,11/2/2015,MONROEHALLWTR/SWR01,77 ,KGAL,$835.13 ,,
Monroe Hall,Water & Sewer,301887196,201511,11/3/2015,12/3/2015,MONROEHALLWTR/SWR01,56 ,KGAL,$641.93 ,,
Monroe Hall,Water & Sewer,301887196,201512,12/4/2015,12/31/2015,MONROEHALLWTR/SWR01,39 ,KGAL,$485.53 ,,
Monroe Hall,Water & Sewer,301887196,201601,1/1/2016,2/2/2016,MONROEHALLWTR/SWR01,35 ,KGAL,$448.73 ,,
Monroe Hall,Water & Sewer,301887196,201602,2/3/2016,3/4/2016,MONROEHALLWTR/SWR01,67 ,KGAL,$743.13 ,,
Monroe Hall,Water & Sewer,301887196,201603,3/5/2016,4/1/2016,MONROEHALLWTR/SWR01,46 ,KGAL,$557.48 ,,
Monroe Hall,Water & Sewer,301887196,201604,4/2/2016,5/3/2016,MONROEHALLWTR/SWR01,70 ,KGAL,$781.40 ,,
Monroe Hall,Water & Sewer,301887196,201605,5/4/2016,5/31/2016,MONROEHALLWTR/SWR01,18 ,KGAL,$296.24 ,,
Monroe Hall,Water & Sewer,301887196,201606,6/1/2016,6/29/2016,MONROEHALLWTR/SWR01,4 ,KGAL,$165.62 ,,
Northern Neck,Water & Sewer,306220302,201507,7/1/2015,7/29/2015,NORTHERNNECKWTR/SWR01,186 ,KGAL,"$1,753.25 ",,
Northern Neck,Water & Sewer,306220302,201508,7/30/2015,8/27/2015,NORTHERNNECKWTR/SWR01,105 ,KGAL,"$1,101.28 ",,
Northern Neck,Water & Sewer,306220302,201509,8/28/2015,9/28/2015,NORTHERNNECKWTR/SWR01,574 ,KGAL,"$5,216.58 ",,
Northern Neck,Water & Sewer,306220302,201510,9/29/2015,11/2/2015,NORTHERNNECKWTR/SWR01,401 ,KGAL,"$3,784.58 ",,
Northern Neck,Water & Sewer,306220302,201511,11/3/2015,12/3/2015,NORTHERNNECKWTR/SWR01,353 ,KGAL,"$3,382.88 ",,
Northern Neck,Water & Sewer,306220302,201512,12/4/2015,12/31/2015,NORTHERNNECKWTR/SWR01,288 ,KGAL,"$2,784.88 ",,
Northern Neck,Water & Sewer,306220302,201601,1/1/2016,2/2/2016,NORTHERNNECKWTR/SWR01,276 ,KGAL,"$2,674.48 ",,
Northern Neck,Water & Sewer,306220302,201602,2/3/2016,3/4/2016,NORTHERNNECKWTR/SWR01,428 ,KGAL,"$4,072.88 ",,
Northern Neck,Water & Sewer,306220302,201603,3/5/2016,4/1/2016,NORTHERNNECKWTR/SWR01,275 ,KGAL,"$2,703.07 ",,
Northern Neck,Water & Sewer,306220302,201604,4/2/2016,5/3/2016,NORTHERNNECKWTR/SWR01,441 ,KGAL,"$4,245.20 ",,
Northern Neck,Water & Sewer,306220302,201605,5/4/2016,5/31/2016,NORTHERNNECKWTR/SWR01,211 ,KGAL,"$2,099.30 ",,
Northern Neck,Water & Sewer,306220302,201606,6/1/2016,6/29/2016,NORTHERNNECKWTR/SWR01,96 ,KGAL,$806.90 ,,
Rogers,Water & Sewer,306220385,201507,7/1/2015,7/29/2015,ROGERSWTR/SWR01,610 ,KGAL,"$6,303.17 ",,
Rogers,Water & Sewer,306220385,201508,7/30/2015,8/27/2015,ROGERSWTR/SWR01,"1,155 ",KGAL,"$13,097.98 ",,
Rogers,Water & Sewer,306220385,201509,8/28/2015,9/28/2015,ROGERSWTR/SWR01,"1,000 ",KGAL,"$11,427.63 ",,
Rogers,Water & Sewer,306220385,201510,9/29/2015,11/2/2015,ROGERSWTR/SWR01,908 ,KGAL,"$10,327.78 ",,
Rogers,Water & Sewer,306220385,201511,11/3/2015,12/3/2015,ROGERSWTR/SWR01,662 ,KGAL,"$7,191.28 ",,
Rogers,Water & Sewer,306220385,201512,12/4/2015,12/31/2015,ROGERSWTR/SWR01,593 ,KGAL,"$5,590.88 ",,
Rogers,Water & Sewer,306220385,201601,1/1/2016,2/2/2016,ROGERSWTR/SWR01,651 ,KGAL,"$6,124.48 ",,
Rogers,Water & Sewer,306220385,201602,2/3/2016,3/4/2016,ROGERSWTR/SWR01,713 ,KGAL,"$6,694.88 ",,
Rogers,Water & Sewer,306220385,201603,3/5/2016,4/1/2016,ROGERSWTR/SWR01,431 ,KGAL,"$5,091.55 ",,
Rogers,Water & Sewer,306220385,201604,4/2/2016,5/3/2016,ROGERSWTR/SWR01,676 ,KGAL,"$6,437.75 ",,
Rogers,Water & Sewer,306220385,201605,5/4/2016,5/31/2016,ROGERSWTR/SWR01,396 ,KGAL,"$3,832.00 ",,
Rogers,Water & Sewer,306220385,201606,6/1/2016,6/29/2016,ROGERSWTR/SWR01,228 ,KGAL,"$2,264.56 ",,
Roosevelt Hall,Water & Sewer,301865325,201507,7/1/2015,7/29/2015,ROOSEVELTHALLWTR/SWR01,7 ,KGAL,$237.81 ,,
Roosevelt Hall,Water & Sewer,301865325,201508,7/30/2015,8/27/2015,ROOSEVELTHALLWTR/SWR01,9 ,KGAL,$292.16 ,,
Roosevelt Hall,Water & Sewer,301865325,201509,8/28/2015,9/28/2015,ROOSEVELTHALLWTR/SWR01,37 ,KGAL,$574.61 ,,
Roosevelt Hall,Water & Sewer,301865325,201510,9/29/2015,11/2/2015,ROOSEVELTHALLWTR/SWR01,39 ,KGAL,$600.11 ,,
Roosevelt Hall,Water & Sewer,301865325,201511,11/3/2015,12/3/2015,ROOSEVELTHALLWTR/SWR01,26 ,KGAL,$448.56 ,,
Roosevelt Hall,Water & Sewer,301865325,201512,12/4/2015,12/31/2015,ROOSEVELTHALLWTR/SWR01,20 ,KGAL,$393.36 ,,
Roosevelt Hall,Water & Sewer,301865325,201601,1/1/2016,2/2/2016,ROOSEVELTHALLWTR/SWR01,21 ,KGAL,$402.56 ,,
Roosevelt Hall,Water & Sewer,301865325,201602,2/3/2016,3/4/2016,ROOSEVELTHALLWTR/SWR01,30 ,KGAL,$485.36 ,,
Roosevelt Hall,Water & Sewer,301865325,201603,3/5/2016,4/1/2016,ROOSEVELTHALLWTR/SWR01,22 ,KGAL,$416.77 ,,
Roosevelt Hall,Water & Sewer,301865325,201604,4/2/2016,5/3/2016,ROOSEVELTHALLWTR/SWR01,29 ,KGAL,$482.08 ,,
Roosevelt Hall,Water & Sewer,301865325,201605,5/4/2016,5/31/2016,ROOSEVELTHALLWTR/SWR01,8 ,KGAL,$286.15 ,,
Roosevelt Hall,Water & Sewer,301865325,201606,6/1/2016,6/29/2016,ROOSEVELTHALLWTR/SWR01,1 ,KGAL,$220.84 ,,
Student Apartments  I - IX,Water & Sewer,301881322,201507,7/1/2015,7/29/2015,STUDENTAPARTMENTSWTR/SWR01,15 ,KGAL,$311.17 ,,
Student Apartments  I - IX,Water & Sewer,301881322,201508,7/30/2015,8/27/2015,STUDENTAPARTMENTSWTR/SWR01,60 ,KGAL,$761.36 ,,
Student Apartments  I - IX,Water & Sewer,301881322,201509,8/28/2015,9/28/2015,STUDENTAPARTMENTSWTR/SWR01,584 ,KGAL,"$5,582.16 ",,
Student Apartments  I - IX,Water & Sewer,301881322,201510,9/29/2015,11/2/2015,STUDENTAPARTMENTSWTR/SWR01,583 ,KGAL,"$5,572.96 ",,
Student Apartments  I - IX,Water & Sewer,301881322,201511,11/3/2015,12/3/2015,STUDENTAPARTMENTSWTR/SWR01,416 ,KGAL,"$4,036.56 ",,
