Housing Location,Type of Energy,,,Start Date,End Date,,Usage,Unit,Cost,,
Student Apartments  I - IX,Energy,STUDENT APARTMENTS 1-9 BTU01,201606,5/31/2016,6/29/2016,STUDENT APARTMENTS BTU01,477 ,MMBTU,"$5,199.75 ",,
Taylor Hall,Energy,TAYLORHALLBTU,201507,6/30/2015,7/31/2015,TAYLORHALLBTU,274 ,MMBTU,"$1,458.03 ",,
Taylor Hall,Energy,TAYLORHALLBTU,201508,7/31/2015,8/27/2015,TAYLORHALLBTU,272 ,MMBTU,"$1,447.39 ",,
Taylor Hall,Energy,TAYLORHALLBTU,201509,8/27/2015,9/29/2015,TAYLORHALLBTU,332 ,MMBTU,"$1,766.66 ",,
Taylor Hall,Energy,TAYLORHALLBTU,201510,9/29/2015,10/28/2015,TAYLORHALLBTU,375 ,MMBTU,"$1,995.48 ",,
Taylor Hall,Energy,TAYLORHALLBTU,201511,10/28/2015,12/1/2015,TAYLORHALLBTU,430 ,MMBTU,"$2,288.15 ",,
Taylor Hall,Energy,TAYLORHALLBTU,201512,12/1/2015,12/31/2015,TAYLORHALLBTU,449 ,MMBTU,"$2,389.25 ",,
Taylor Hall,Energy,TAYLORHALLBTU,201601,12/31/2015,2/1/2016,TAYLORHALLBTU,678 ,MMBTU,"$3,607.83 ",,
Taylor Hall,Energy,TAYLORHALLBTU,201602,2/1/2016,3/1/2016,TAYLORHALLBTU,530 ,MMBTU,"$2,952.68 ",,
Taylor Hall,Energy,TAYLORHALLBTU,201603,3/1/2016,3/31/2016,TAYLORHALLBTU,551 ,MMBTU,"$2,983.78 ",,
Taylor Hall,Energy,TAYLORHALLBTU,201604,3/31/2016,4/29/2016,TAYLORHALLBTU,358 ,MMBTU,"$2,679.78 ",,
Taylor Hall,Energy,TAYLORHALLBTU,201605,4/29/2016,5/31/2016,TAYLORHALLBTU,238 ,MMBTU,"$2,193.69 ",,
Taylor Hall,Energy,TAYLORHALLBTU,201606,5/31/2016,6/29/2016,TAYLORHALLBTU,275 ,MMBTU,"$2,997.76 ",,
Truman Hall,Energy,TRUMAN HALL BTU01,201507,6/30/2015,7/31/2015,TRUMAN HALL BTU01,66 ,MMBTU,$744.43 ,,
Truman Hall,Energy,TRUMAN HALL BTU01,201508,7/31/2015,8/27/2015,TRUMAN HALL BTU01,66 ,MMBTU,$758.18 ,,
Truman Hall,Energy,TRUMAN HALL BTU01,201509,8/27/2015,9/29/2015,TRUMAN HALL BTU01,80 ,MMBTU,$910.22 ,,
Truman Hall,Energy,TRUMAN HALL BTU01,201510,9/29/2015,10/28/2015,TRUMAN HALL BTU01,90 ,MMBTU,$728.96 ,,
Truman Hall,Energy,TRUMAN HALL BTU01,201511,10/28/2015,12/1/2015,TRUMAN HALL BTU01,104 ,MMBTU,$697.04 ,,
Truman Hall,Energy,TRUMAN HALL BTU01,201512,12/1/2015,12/31/2015,TRUMAN HALL BTU01,108 ,MMBTU,$661.60 ,,
Truman Hall,Energy,TRUMAN HALL BTU01,201601,12/31/2015,2/1/2016,TRUMAN HALL BTU01,164 ,MMBTU,$872.69 ,,
Truman Hall,Energy,TRUMAN HALL BTU01,201602,2/1/2016,3/1/2016,TRUMAN HALL BTU01,128 ,MMBTU,$713.10 ,,
Truman Hall,Energy,TRUMAN HALL BTU01,201603,3/1/2016,3/31/2016,TRUMAN HALL BTU01,133 ,MMBTU,$720.22 ,,
Truman Hall,Energy,TRUMAN HALL BTU01,201604,3/31/2016,4/29/2016,TRUMAN HALL BTU01,86 ,MMBTU,$643.75 ,,
Truman Hall,Energy,TRUMAN HALL BTU01,201605,4/29/2016,5/31/2016,TRUMAN HALL BTU01,58 ,MMBTU,$534.60 ,,
Truman Hall,Energy,TRUMAN HALL BTU01,201606,5/31/2016,6/29/2016,TRUMAN HALL BTU01,66 ,MMBTU,$719.46 ,,
Washington Hall,Energy,WASHINGTON HALL BTU01,201507,6/30/2015,7/31/2015,WASHINGTON HALL BTU01,65 ,MMBTU,$733.15 ,,
Washington Hall,Energy,WASHINGTON HALL BTU01,201508,7/31/2015,8/27/2015,WASHINGTON HALL BTU01,65 ,MMBTU,$746.70 ,,
Washington Hall,Energy,WASHINGTON HALL BTU01,201509,8/27/2015,9/29/2015,WASHINGTON HALL BTU01,79 ,MMBTU,$898.84 ,,
Washington Hall,Energy,WASHINGTON HALL BTU01,201510,9/29/2015,10/28/2015,WASHINGTON HALL BTU01,90 ,MMBTU,$728.96 ,,
Washington Hall,Energy,WASHINGTON HALL BTU01,201511,10/28/2015,12/1/2015,WASHINGTON HALL BTU01,103 ,MMBTU,$690.34 ,,
Washington Hall,Energy,WASHINGTON HALL BTU01,201512,12/1/2015,12/31/2015,WASHINGTON HALL BTU01,107 ,MMBTU,$655.48 ,,
Washington Hall,Energy,WASHINGTON HALL BTU01,201601,12/31/2015,2/1/2016,WASHINGTON HALL BTU01,162 ,MMBTU,$862.05 ,,
Washington Hall,Energy,WASHINGTON HALL BTU01,201602,2/1/2016,3/1/2016,WASHINGTON HALL BTU01,127 ,MMBTU,$707.53 ,,
Washington Hall,Energy,WASHINGTON HALL BTU01,201603,3/1/2016,3/31/2016,WASHINGTON HALL BTU01,132 ,MMBTU,$714.81 ,,
Washington Hall,Energy,WASHINGTON HALL BTU01,201604,3/31/2016,4/29/2016,WASHINGTON HALL BTU01,85 ,MMBTU,$636.26 ,,
Washington Hall,Energy,WASHINGTON HALL BTU01,201605,4/29/2016,5/31/2016,WASHINGTON HALL BTU01,57 ,MMBTU,$525.38 ,,
Washington Hall,Energy,WASHINGTON HALL BTU01,201606,5/31/2016,6/29/2016,WASHINGTON HALL BTU01,66 ,MMBTU,$719.46 ,,
Whitetop,Energy,WHITETOP BTU01,201507,6/30/2015,7/31/2015,WHITETOP BTU01,404 ,MMBTU,"$4,556.80 ",,
Whitetop,Energy,WHITETOP BTU01,201508,7/31/2015,8/27/2015,WHITETOP BTU01,401 ,MMBTU,"$4,606.54 ",,
Whitetop,Energy,WHITETOP BTU01,201509,8/27/2015,9/29/2015,WHITETOP BTU01,489 ,MMBTU,"$5,563.71 ",,
Whitetop,Energy,WHITETOP BTU01,201510,9/29/2015,10/28/2015,WHITETOP BTU01,553 ,MMBTU,"$4,479.03 ",,
Whitetop,Energy,WHITETOP BTU01,201511,10/28/2015,12/1/2015,WHITETOP BTU01,635 ,MMBTU,"$4,255.98 ",,
Whitetop,Energy,WHITETOP BTU01,201512,12/1/2015,12/31/2015,WHITETOP BTU01,662 ,MMBTU,"$4,055.38 ",,
Whitetop,Energy,WHITETOP BTU01,201601,12/31/2015,2/1/2016,WHITETOP BTU01,"1,000 ",MMBTU,"$5,321.28 ",,
Whitetop,Energy,WHITETOP BTU01,201602,2/1/2016,3/1/2016,WHITETOP BTU01,781 ,MMBTU,"$4,351.03 ",,
Whitetop,Energy,WHITETOP BTU01,201603,3/1/2016,3/31/2016,WHITETOP BTU01,813 ,MMBTU,"$4,402.56 ",,
Whitetop,Energy,WHITETOP BTU01,201604,3/31/2016,4/29/2016,WHITETOP BTU01,528 ,MMBTU,"$3,952.30 ",,
Whitetop,Energy,WHITETOP BTU01,201605,4/29/2016,5/31/2016,WHITETOP BTU01,352 ,MMBTU,"$3,244.44 ",,
Whitetop,Energy,WHITETOP BTU01,201606,5/31/2016,6/29/2016,WHITETOP BTU01,405 ,MMBTU,"$4,414.88 ",,
Wilson Hall,Energy,WILSONHALLBTU,201507,6/30/2015,7/31/2015,WILSONHALLBTU,69 ,MMBTU,$367.17 ,,
Wilson Hall,Energy,WILSONHALLBTU,201508,7/31/2015,8/27/2015,WILSONHALLBTU,68 ,MMBTU,$361.85 ,,
Wilson Hall,Energy,WILSONHALLBTU,201509,8/27/2015,9/29/2015,WILSONHALLBTU,83 ,MMBTU,$441.67 ,,
Wilson Hall,Energy,WILSONHALLBTU,201510,9/29/2015,10/28/2015,WILSONHALLBTU,94 ,MMBTU,$500.20 ,,
Wilson Hall,Energy,WILSONHALLBTU,201511,10/28/2015,12/1/2015,WILSONHALLBTU,108 ,MMBTU,$574.70 ,,
Wilson Hall,Energy,WILSONHALLBTU,201512,12/1/2015,12/31/2015,WILSONHALLBTU,113 ,MMBTU,$601.30 ,,
Wilson Hall,Energy,WILSONHALLBTU,201601,12/31/2015,2/1/2016,WILSONHALLBTU,170 ,MMBTU,$904.62 ,,
Wilson Hall,Energy,WILSONHALLBTU,201602,2/1/2016,3/1/2016,WILSONHALLBTU,133 ,MMBTU,$740.96 ,,
Wilson Hall,Energy,WILSONHALLBTU,201603,3/1/2016,3/31/2016,WILSONHALLBTU,139 ,MMBTU,$752.71 ,,
Wilson Hall,Energy,WILSONHALLBTU,201604,3/31/2016,4/29/2016,WILSONHALLBTU,90 ,MMBTU,$673.69 ,,
Wilson Hall,Energy,WILSONHALLBTU,201605,4/29/2016,5/31/2016,WILSONHALLBTU,60 ,MMBTU,$553.03 ,,
Wilson Hall,Energy,WILSONHALLBTU,201606,5/31/2016,6/29/2016,WILSONHALLBTU,69 ,MMBTU,$752.17 ,,
,,,,,,,"107,594 ",MMBTU,"$805,956.42 ",,
,,,,,,Deduct from Retail Energy,(446),MMBTU,"($3,382.02)",,
,,,,,,,"107,148 ",MMBTU,"$802,574.40 ",,
,,,,,,,,,,,
,,,,,,,,,,,
Adams Hall,Water & Sewer,301865614,201507,7/1/2015,7/29/2015,ADAMSHALLWTR/SWR01,2 ,KGAL,$191.96 ,,
Adams Hall,Water & Sewer,301865614,201508,7/30/2015,8/27/2015,ADAMSHALLWTR/SWR01,2 ,KGAL,$227.76 ,,
Adams Hall,Water & Sewer,301865614,201509,8/28/2015,9/28/2015,ADAMSHALLWTR/SWR01,48 ,KGAL,$668.71 ,,
Adams Hall,Water & Sewer,301865614,201510,9/29/2015,11/2/2015,ADAMSHALLWTR/SWR01,51 ,KGAL,$706.96 ,,
Adams Hall,Water & Sewer,301865614,201511,11/3/2015,12/3/2015,ADAMSHALLWTR/SWR01,35 ,KGAL,$531.36 ,,
Adams Hall,Water & Sewer,301865614,201512,12/4/2015,12/31/2015,ADAMSHALLWTR/SWR01,27 ,KGAL,$457.76 ,,
Adams Hall,Water & Sewer,301865614,201601,1/1/2016,2/2/2016,ADAMSHALLWTR/SWR01,21 ,KGAL,$402.56 ,,
Adams Hall,Water & Sewer,301865614,201602,2/3/2016,3/4/2016,ADAMSHALLWTR/SWR01,45 ,KGAL,$623.36 ,,
Adams Hall,Water & Sewer,301865614,201603,3/5/2016,4/1/2016,ADAMSHALLWTR/SWR01,27 ,KGAL,$463.42 ,,
Adams Hall,Water & Sewer,301865614,201604,4/2/2016,5/4/2016,ADAMSHALLWTR/SWR01,43 ,KGAL,$612.70 ,,
Adams Hall,Water & Sewer,301865614,201605,5/4/2016,5/31/2016,ADAMSHALLWTR/SWR01,11 ,KGAL,$314.14 ,,
Adams Hall,Water & Sewer,301865614,201606,6/1/2016,6/29/2016,ADAMSHALLWTR/SWR01,1 ,KGAL,$220.84 ,,
Amherst Hall,Water & Sewer,AMHERSTHALLWTR/SWR,201507,7/1/2015,7/29/2015,AMHERSTHALLWTR/SWR,81 ,KGAL,$746.74 ,,
Amherst Hall,Water & Sewer,AMHERSTHALLWTR/SWR,201508,7/30/2015,8/27/2015,AMHERSTHALLWTR/SWR,28 ,KGAL,$256.53 ,,
Amherst Hall,Water & Sewer,AMHERSTHALLWTR/SWR,201509,8/28/2015,9/28/2015,AMHERSTHALLWTR/SWR,88 ,KGAL,$809.17 ,,
Amherst Hall,Water & Sewer,AMHERSTHALLWTR/SWR,201511,11/3/2015,12/3/2015,AMHERSTHALLWTR/SWR,73 ,KGAL,$668.78 ,,
Amherst Hall,Water & Sewer,AMHERSTHALLWTR/SWR,201512,12/3/2015,12/31/2015,AMHERSTHALLWTR/SWR,53 ,KGAL,$488.82 ,,
Amherst Hall,Water & Sewer,AMHERSTHALLWTR/SWR,201601,1/1/2016,2/2/2016,AMHERSTHALLWTR/SWR,49 ,KGAL,$454.36 ,,
Amherst Hall,Water & Sewer,AMHERSTHALLWTR/SWR,201602,2/3/2016,3/4/2016,AMHERSTHALLWTR/SWR,92 ,KGAL,$847.46 ,,
Amherst Hall,Water & Sewer,AMHERSTHALLWTR/SWR,201603,3/5/2016,4/1/2016,AMHERSTHALLWTR/SWR,60 ,KGAL,$557.85 ,,
Amherst Hall,Water & Sewer,AMHERSTHALLWTR/SWR,201604,4/2/2016,5/3/2016,AMHERSTHALLWTR/SWR,92 ,KGAL,$855.55 ,,
Amherst Hall,Water & Sewer,AMHERSTHALLWTR/SWR,201605,5/4/2016,5/31/2016,AMHERSTHALLWTR/SWR,41 ,KGAL,$385.71 ,,
Amherst Hall,Water & Sewer,AMHERSTHALLWTR/SWR,201606,6/1/2016,6/29/2016,AMHERSTHALLWTR/SWR,56 ,KGAL,$524.21 ,,
Blueridge/Sandbridge,Water & Sewer,306220294,201507,7/1/2015,7/29/2015,BLUERIDGE/SANDBRIDGEWTR/SWR01,141 ,KGAL,"$1,216.75 ",,
Blueridge/Sandbridge,Water & Sewer,306220294,201508,7/30/2015,8/27/2015,BLUERIDGE/SANDBRIDGEWTR/SWR01,106 ,KGAL,$912.88 ,,
Blueridge/Sandbridge,Water & Sewer,306220294,201509,8/28/2015,9/28/2015,BLUERIDGE/SANDBRIDGEWTR/SWR01,402 ,KGAL,"$3,616.13 ",,
Blueridge/Sandbridge,Water & Sewer,306220294,201510,9/29/2015,11/2/2015,BLUERIDGE/SANDBRIDGEWTR/SWR01,454 ,KGAL,"$4,282.98 ",,
Blueridge/Sandbridge,Water & Sewer,306220294,201511,11/3/2015,12/3/2015,BLUERIDGE/SANDBRIDGEWTR/SWR01,310 ,KGAL,"$2,995.83 ",,
Blueridge/Sandbridge,Water & Sewer,306220294,201512,12/4/2015,12/31/2015,BLUERIDGE/SANDBRIDGEWTR/SWR01,248 ,KGAL,"$2,425.43 ",,
Blueridge/Sandbridge,Water & Sewer,306220294,201601,1/1/2016,2/2/2016,BLUERIDGE/SANDBRIDGEWTR/SWR01,259 ,KGAL,"$2,526.63 ",,
Blueridge/Sandbridge,Water & Sewer,306220294,201602,2/3/2016,3/4/2016,BLUERIDGE/SANDBRIDGEWTR/SWR01,362 ,KGAL,"$3,474.23 ",,
Blueridge/Sandbridge,Water & Sewer,306220294,201603,3/5/2016,4/1/2016,BLUERIDGE/SANDBRIDGEWTR/SWR01,256 ,KGAL,"$2,534.82 ",,
Blueridge/Sandbridge,Water & Sewer,306220294,201604,4/2/2016,5/3/2016,BLUERIDGE/SANDBRIDGEWTR/SWR01,383 ,KGAL,"$3,387.23 ",,
Blueridge/Sandbridge,Water & Sewer,306220294,201605,5/4/2016,5/31/2016,BLUERIDGE/SANDBRIDGEWTR/SWR01,180 ,KGAL,"$1,353.59 ",,
Blueridge/Sandbridge,Water & Sewer,306220294,201606,6/1/2016,6/29/2016,BLUERIDGE/SANDBRIDGEWTR/SWR01,70 ,KGAL,$752.89 ,,
Brunswick Hall,Water & Sewer,BRUNSWICKHALLWTR/SWR,201507,7/1/2015,7/29/2015,BRUNSWICKHALLWTR/SWR,85 ,KGAL,$782.86 ,,
Brunswick Hall,Water & Sewer,BRUNSWICKHALLWTR/SWR,201508,7/30/2015,8/27/2015,BRUNSWICKHALLWTR/SWR,29 ,KGAL,$268.94 ,,
Brunswick Hall,Water & Sewer,BRUNSWICKHALLWTR/SWR,201509,8/28/2015,9/28/2015,BRUNSWICKHALLWTR/SWR,92 ,KGAL,$848.31 ,,
Brunswick Hall,Water & Sewer,BRUNSWICKHALLWTR/SWR,201511,11/3/2015,12/3/2015,BRUNSWICKHALLWTR/SWR,76 ,KGAL,$701.12 ,,
Brunswick Hall,Water & Sewer,BRUNSWICKHALLWTR/SWR,201512,12/3/2015,12/31/2015,BRUNSWICKHALLWTR/SWR,56 ,KGAL,$512.46 ,,
Brunswick Hall,Water & Sewer,BRUNSWICKHALLWTR/SWR,201601,1/1/2016,2/2/2016,BRUNSWICKHALLWTR/SWR,52 ,KGAL,$476.34 ,,
Brunswick Hall,Water & Sewer,BRUNSWICKHALLWTR/SWR,201602,2/3/2016,3/4/2016,BRUNSWICKHALLWTR/SWR,97 ,KGAL,$888.44 ,,
Brunswick Hall,Water & Sewer,BRUNSWICKHALLWTR/SWR,201603,3/5/2016,4/1/2016,BRUNSWICKHALLWTR/SWR,63 ,KGAL,$584.83 ,,
Brunswick Hall,Water & Sewer,BRUNSWICKHALLWTR/SWR,201604,4/2/2016,5/3/2016,BRUNSWICKHALLWTR/SWR,96 ,KGAL,$896.93 ,,
Brunswick Hall,Water & Sewer,BRUNSWICKHALLWTR/SWR,201605,5/4/2016,5/31/2016,BRUNSWICKHALLWTR/SWR,43 ,KGAL,$404.36 ,,
Brunswick Hall,Water & Sewer,BRUNSWICKHALLWTR/SWR,201606,6/1/2016,6/29/2016,BRUNSWICKHALLWTR/SWR,59 ,KGAL,$549.56 ,,
Carroll Hall,Water & Sewer,CARROLLHALLWTR/SWR,201507,7/1/2015,7/29/2015,CARROLLHALLWTR/SWR,85 ,KGAL,$777.80 ,,
Carroll Hall,Water & Sewer,CARROLLHALLWTR/SWR,201508,7/30/2015,8/27/2015,CARROLLHALLWTR/SWR,29 ,KGAL,$267.20 ,,
Carroll Hall,Water & Sewer,CARROLLHALLWTR/SWR,201509,8/28/2015,9/28/2015,CARROLLHALLWTR/SWR,92 ,KGAL,$842.83 ,,
Carroll Hall,Water & Sewer,CARROLLHALLWTR/SWR,201511,11/3/2015,12/3/2015,CARROLLHALLWTR/SWR,76 ,KGAL,$696.60 ,,
Carroll Hall,Water & Sewer,CARROLLHALLWTR/SWR,201512,12/3/2015,12/31/2015,CARROLLHALLWTR/SWR,55 ,KGAL,$509.15 ,,
Carroll Hall,Water & Sewer,CARROLLHALLWTR/SWR,201601,1/1/2016,2/2/2016,CARROLLHALLWTR/SWR,51 ,KGAL,$473.26 ,,
Carroll Hall,Water & Sewer,CARROLLHALLWTR/SWR,201602,2/3/2016,3/4/2016,CARROLLHALLWTR/SWR,96 ,KGAL,$882.71 ,,
Carroll Hall,Water & Sewer,CARROLLHALLWTR/SWR,201603,3/5/2016,4/1/2016,CARROLLHALLWTR/SWR,62 ,KGAL,$581.06 ,,
Carroll Hall,Water & Sewer,CARROLLHALLWTR/SWR,201604,4/2/2016,5/3/2016,CARROLLHALLWTR/SWR,96 ,KGAL,$891.14 ,,
Carroll Hall,Water & Sewer,CARROLLHALLWTR/SWR,201605,5/4/2016,5/31/2016,CARROLLHALLWTR/SWR,43 ,KGAL,$401.75 ,,
Carroll Hall,Water & Sewer,CARROLLHALLWTR/SWR,201606,6/1/2016,6/29/2016,CARROLLHALLWTR/SWR,59 ,KGAL,$546.01 ,,
Commons WTR/SWR,Water & Sewer,301882759,201507,7/1/2015,7/29/2015,COMMONSWTR/SWR,587 ,KGAL,"$5,556.41 ",,
Commons WTR/SWR,Water & Sewer,301882759,201508,7/30/2015,8/27/2015,COMMONSWTR/SWR,201 ,KGAL,"$2,058.56 ",,
Commons WTR/SWR,Water & Sewer,301882759,201509,8/28/2015,9/28/2015,COMMONSWTR/SWR,634 ,KGAL,"$6,042.16 ",,
Commons WTR/SWR,Water & Sewer,301882759,201510,9/29/2015,11/2/2015,COMMONSWTR/SWR,764 ,KGAL,"$7,369.51 ",,
Commons WTR/SWR,Water & Sewer,301882759,201511,11/3/2015,12/3/2015,COMMONSWTR/SWR,524 ,KGAL,"$5,030.16 ",,
Commons WTR/SWR,Water & Sewer,301882759,201512,12/4/2015,12/31/2015,COMMONSWTR/SWR,383 ,KGAL,"$3,732.96 ",,
Commons WTR/SWR,Water & Sewer,301882759,201601,1/1/2016,2/2/2016,COMMONSWTR/SWR,356 ,KGAL,"$3,484.56 ",,
Commons WTR/SWR,Water & Sewer,301882759,201602,2/3/2016,3/4/2016,COMMONSWTR/SWR,664 ,KGAL,"$6,318.16 ",,
Commons WTR/SWR,Water & Sewer,301882759,201603,3/5/2016,4/1/2016,COMMONSWTR/SWR,431 ,KGAL,"$4,232.74 ",,
Commons WTR/SWR,Water & Sewer,301882759,201604,4/2/2016,5/3/2016,COMMONSWTR/SWR,661 ,KGAL,"$6,378.64 ",,
Commons WTR/SWR,Water & Sewer,301882759,201605,5/4/2016,5/31/2016,COMMONSWTR/SWR,298 ,KGAL,"$2,991.85 ",,
Commons WTR/SWR,Water & Sewer,301882759,201606,6/1/2016,6/29/2016,COMMONSWTR/SWR,405 ,KGAL,"$3,990.16 ",,
Commonwealth Hall,Water & Sewer,301881462,201507,7/1/2015,7/29/2015,COMMONWEALTHHALLWTR/SWR,46 ,KGAL,$595.44 ,,
Commonwealth Hall,Water & Sewer,301881462,201508,7/30/2015,8/27/2015,COMMONWEALTHHALLWTR/SWR,54 ,KGAL,$706.16 ,,
Commonwealth Hall,Water & Sewer,301881462,201509,8/28/2015,9/28/2015,COMMONWEALTHHALLWTR/SWR,254 ,KGAL,"$2,546.16 ",,
Commonwealth Hall,Water & Sewer,301881462,201510,9/29/2015,11/2/2015,COMMONWEALTHHALLWTR/SWR,242 ,KGAL,"$2,435.76 ",,
Commonwealth Hall,Water & Sewer,301881462,201511,11/3/2015,12/3/2015,COMMONWEALTHHALLWTR/SWR,170 ,KGAL,"$1,773.36 ",,
Commonwealth Hall,Water & Sewer,301881462,201512,12/4/2015,12/31/2015,COMMONWEALTHHALLWTR/SWR,120 ,KGAL,"$1,313.36 ",,
Commonwealth Hall,Water & Sewer,301881462,201601,1/1/2016,2/2/2016,COMMONWEALTHHALLWTR/SWR,109 ,KGAL,"$1,212.16 ",,
Commonwealth Hall,Water & Sewer,301881462,201602,2/3/2016,3/4/2016,COMMONWEALTHHALLWTR/SWR,208 ,KGAL,"$2,122.96 ",,
Commonwealth Hall,Water & Sewer,301881462,201603,3/5/2016,4/1/2016,COMMONWEALTHHALLWTR/SWR,153 ,KGAL,"$1,639.00 ",,
Commonwealth Hall,Water & Sewer,301881462,201604,4/2/2016,5/3/2016,COMMONWEALTHHALLWTR/SWR,214 ,KGAL,"$2,208.13 ",,
Commonwealth Hall,Water & Sewer,301881462,201605,5/4/2016,5/31/2016,COMMONWEALTHHALLWTR/SWR,70 ,KGAL,$864.61 ,,
Commonwealth Hall,Water & Sewer,301881462,201606,6/1/2016,6/29/2016,COMMONWEALTHHALLWTR/SWR,33 ,KGAL,$519.40 ,,
Dickenson Hall,Water & Sewer,DICKENSONHALLWTR/SWR,201507,7/1/2015,7/29/2015,DICKENSONHALLWTR/SWR,80 ,KGAL,$731.00 ,,
Dickenson Hall,Water & Sewer,DICKENSONHALLWTR/SWR,201508,7/30/2015,8/27/2015,DICKENSONHALLWTR/SWR,27 ,KGAL,$251.13 ,,
Dickenson Hall,Water & Sewer,DICKENSONHALLWTR/SWR,201509,8/28/2015,9/28/2015,DICKENSONHALLWTR/SWR,86 ,KGAL,$792.11 ,,
Dickenson Hall,Water & Sewer,DICKENSONHALLWTR/SWR,201511,11/3/2015,12/3/2015,DICKENSONHALLWTR/SWR,71 ,KGAL,$654.68 ,,
Dickenson Hall,Water & Sewer,DICKENSONHALLWTR/SWR,201512,12/3/2015,12/31/2015,DICKENSONHALLWTR/SWR,52 ,KGAL,$478.51 ,,
Dickenson Hall,Water & Sewer,DICKENSONHALLWTR/SWR,201601,1/1/2016,2/2/2016,DICKENSONHALLWTR/SWR,48 ,KGAL,$444.78 ,,
Dickenson Hall,Water & Sewer,DICKENSONHALLWTR/SWR,201602,2/3/2016,3/4/2016,DICKENSONHALLWTR/SWR,90 ,KGAL,$829.59 ,,
Dickenson Hall,Water & Sewer,DICKENSONHALLWTR/SWR,201603,3/5/2016,4/1/2016,DICKENSONHALLWTR/SWR,59 ,KGAL,$546.09 ,,
Dickenson Hall,Water & Sewer,DICKENSONHALLWTR/SWR,201604,4/2/2016,5/3/2016,DICKENSONHALLWTR/SWR,90 ,KGAL,$837.51 ,,
Dickenson Hall,Water & Sewer,DICKENSONHALLWTR/SWR,201605,5/4/2016,5/31/2016,DICKENSONHALLWTR/SWR,40 ,KGAL,$377.58 ,,
Dickenson Hall,Water & Sewer,DICKENSONHALLWTR/SWR,201606,6/1/2016,6/29/2016,DICKENSONHALLWTR/SWR,55 ,KGAL,$513.15 ,,
Dominion Hall,Water & Sewer,301881512,201507,7/1/2015,7/29/2015,DOMINIONHALLWTR/SWR01,190 ,KGAL,"$1,915.92 ",,
Dominion Hall,Water & Sewer,301881512,201508,7/30/2015,8/27/2015,DOMINIONHALLWTR/SWR01,84 ,KGAL,$982.16 ,,
Dominion Hall,Water & Sewer,301881512,201509,8/28/2015,9/28/2015,DOMINIONHALLWTR/SWR01,222 ,KGAL,"$2,251.76 ",,
Dominion Hall,Water & Sewer,301881512,201510,9/29/2015,11/2/2015,DOMINIONHALLWTR/SWR01,260 ,KGAL,"$2,601.36 ",,
Dominion Hall,Water & Sewer,301881512,201511,11/3/2015,12/3/2015,DOMINIONHALLWTR/SWR01,174 ,KGAL,"$1,810.16 ",,
Dominion Hall,Water & Sewer,301881512,201512,12/4/2015,12/31/2015,DOMINIONHALLWTR/SWR01,165 ,KGAL,"$1,727.36 ",,
Dominion Hall,Water & Sewer,301881512,201601,1/1/2016,2/2/2016,DOMINIONHALLWTR/SWR01,230 ,KGAL,"$2,325.36 ",,
Dominion Hall,Water & Sewer,301881512,201602,2/3/2016,3/4/2016,DOMINIONHALLWTR/SWR01,229 ,KGAL,"$2,316.16 ",,
Dominion Hall,Water & Sewer,301881512,201603,3/5/2016,4/1/2016,DOMINIONHALLWTR/SWR01,222 ,KGAL,"$2,282.77 ",,
Dominion Hall,Water & Sewer,301881512,201604,4/2/2016,5/3/2016,DOMINIONHALLWTR/SWR01,296 ,KGAL,"$2,973.19 ",,
Dominion Hall,Water & Sewer,301881512,201605,5/4/2016,5/31/2016,DOMINIONHALLWTR/SWR01,131 ,KGAL,"$1,433.74 ",,
Dominion Hall,Water & Sewer,301881512,201606,6/1/2016,6/29/2016,DOMINIONHALLWTR/SWR01,14 ,KGAL,$342.13 ,,
Eastern Shore,Water & Sewer,306220328,201507,7/1/2015,7/29/2015,EASTERNSHOREWTR/SWR01,42 ,KGAL,$254.03 ,,
Eastern Shore,Water & Sewer,306220328,201508,7/30/2015,8/27/2015,EASTERNSHOREWTR/SWR01,106 ,KGAL,$412.23 ,,
Eastern Shore,Water & Sewer,306220328,201509,8/28/2015,9/28/2015,EASTERNSHOREWTR/SWR01,190 ,KGAL,"$1,158.43 ",,
Eastern Shore,Water & Sewer,306220328,201510,9/29/2015,11/2/2015,EASTERNSHOREWTR/SWR01,69 ,KGAL,$477.48 ,,
Eastern Shore,Water & Sewer,306220328,201511,11/3/2015,12/3/2015,EASTERNSHOREWTR/SWR01,152 ,KGAL,"$1,533.68 ",,
Eastern Shore,Water & Sewer,306220328,201512,12/4/2015,12/31/2015,EASTERNSHOREWTR/SWR01,125 ,KGAL,"$1,285.28 ",,
Eastern Shore,Water & Sewer,306220328,201601,1/1/2016,2/2/2016,EASTERNSHOREWTR/SWR01,118 ,KGAL,"$1,220.88 ",,
Eastern Shore,Water & Sewer,306220328,201602,2/3/2016,3/4/2016,EASTERNSHOREWTR/SWR01,163 ,KGAL,"$1,634.88 ",,
Eastern Shore,Water & Sewer,306220328,201603,3/5/2016,4/1/2016,EASTERNSHOREWTR/SWR01,124 ,KGAL,"$1,294.24 ",,
Eastern Shore,Water & Sewer,306220328,201604,4/2/2016,5/3/2016,EASTERNSHOREWTR/SWR01,173 ,KGAL,"$1,751.41 ",,
Eastern Shore,Water & Sewer,306220328,201605,5/4/2016,5/31/2016,EASTERNSHOREWTR/SWR01,113 ,KGAL,"$1,191.61 ",,
